"Serial","ID","Asset Number","Friendly Name","Username","First Name","Last Name","Email","Model","OS","IMEI","Wi-Fi MAC Address","Last Seen","Tags","Organization Group"
"F99Q32FXC9","SC384","จักราชวิทยา_SC384","จักราชวิทยา_SC384_F99Q32FXC9","Student_77_1030201383","Student77","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850471448","AC:82:F0:9A:0E:67","6/8/2026 12:36:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HXWT3XCJ4X","SC571","จักราชวิทยา_SC571","จักราชวิทยา_SC571_HXWT3XCJ4X","Student_115_1030201383","Student115","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1 (a)","357879850617388","AC:82:F0:9F:C0:97","6/8/2026 12:36:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"D572YTDWVL","SC281","จักราชวิทยา_SC281","จักราชวิทยา_SC281_D572YTDWVL","Student_57_1030201383","Student57","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850448669","AC:82:F0:A2:22:A3","6/8/2026 12:36:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"D926X4YGGK","SC539","จักราชวิทยา_SC539","จักราชวิทยา_SC539_D926X4YGGK","Student_108_1030201383","Student108","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850313855","AC:82:F0:A6:E8:8C","6/8/2026 12:36:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DHXV2F17QK","SC1117","จักราชวิทยา_SC1117","จักราชวิทยา_SC1117_DHXV2F17QK","Student_224_1030201383","Student224","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850044419","AC:82:F0:9C:3F:2A","6/8/2026 12:35:50 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CKYFFHFX15","SC52","จักราชวิทยา_SC52","จักราชวิทยา_SC52_CKYFFHFX15","Student_11_1030201383","Student11","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850895216","AC:82:F0:9A:03:81","6/8/2026 12:33:31 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KW4K0GQ056","SC174","จักราชวิทยา_SC174","จักราชวิทยา_SC174_KW4K0GQ056","Student_35_1030201383","Student35","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650497794","AC:82:F0:AC:6F:DB","6/8/2026 12:32:50 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DL2TCXT97T","SC1004","จักราชวิทยา_SC1004","จักราชวิทยา_SC1004_DL2TCXT97T","Student_201_1030201383","Student201","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850521341","AC:82:F0:A8:1F:1A","6/8/2026 12:32:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GQV9434VQ0","SC224","จักราชวิทยา_SC224","จักราชวิทยา_SC224_GQV9434VQ0","Student_45_1030201383","Student45","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850832623","AC:82:F0:9A:5D:DE","6/8/2026 12:32:11 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FQMQ9W219H","SC1114","จักราชวิทยา_SC1114","จักราชวิทยา_SC1114_FQMQ9W219H","Student_223_1030201383","Student223","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850531845","AC:82:F0:9E:56:B1","6/8/2026 12:32:03 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DMVQW7HP2N","SC1001","จักราชวิทยา_SC1001","จักราชวิทยา_SC1001_DMVQW7HP2N","Student_201_1030201383","Student201","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850964152","AC:82:F0:9D:37:35","6/8/2026 12:32:00 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G5VHWTJW6V","SC787","จักราชวิทยา_SC787","จักราชวิทยา_SC787_G5VHWTJW6V","Student_158_1030201383","Student158","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850745056","AC:82:F0:A8:58:C2","6/8/2026 12:31:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"M19KR95XXQ","SC939","จักราชวิทยา_SC939","จักราชวิทยา_SC939_M19KR95XXQ","Student_188_1030201383","Student188","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850189099","AC:82:F0:A8:86:39","6/8/2026 12:31:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KY43DC2Y4Q","SC843","จักราชวิทยา_SC843","จักราชวิทยา_SC843_KY43DC2Y4Q","Student_169_1030201383","Student169","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850215902","AC:82:F0:9E:0B:B9","6/8/2026 12:31:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HLX2FW4PDQ","SC607","จักราชวิทยา_SC607","จักราชวิทยา_SC607_HLX2FW4PDQ","Student_122_1030201383","Student122","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850110038","AC:82:F0:9F:35:16","6/8/2026 12:31:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CKKWPXNG6Q","SC1023","จักราชวิทยา_SC1023","จักราชวิทยา_SC1023_CKKWPXNG6Q","Student_205_1030201383","Student205","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850697497","AC:82:F0:9C:F3:05","6/8/2026 12:31:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KTW37DJMVV","SC275","จักราชวิทยา_SC275","จักราชวิทยา_SC275_KTW37DJMVV","Student_55_1030201383","Student55","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850561560","AC:82:F0:9D:3A:75","6/8/2026 12:31:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GMCFVX4RTH","SC493","จักราชวิทยา_SC493","จักราชวิทยา_SC493_GMCFVX4RTH","Student_99_1030201383","Student99","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850673589","AC:82:F0:9F:E4:47","6/8/2026 12:31:13 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MGJQ3P575Y","SC123","จักราชวิทยา_SC123","จักราชวิทยา_SC123_MGJQ3P575Y","Student_25_1030201383","Student25","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650264061","AC:82:F0:A4:C7:77","6/8/2026 12:31:13 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LP9CMJX4CY","SC130","จักราชวิทยา_SC130","จักราชวิทยา_SC130_LP9CMJX4CY","Student_26_1030201383","Student26","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850977212","AC:82:F0:AB:2D:21","6/8/2026 12:31:13 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"D524X9LDQW","SC473","จักราชวิทยา_SC473","จักราชวิทยา_SC473_D524X9LDQW","Student_95_1030201383","Student95","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850169729","AC:82:F0:9B:C4:93","6/8/2026 12:31:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MNXRNWND7V","SC648","จักราชวิทยา_SC648","จักราชวิทยา_SC648_MNXRNWND7V","Student_130_1030201383","Student130","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850480100","AC:82:F0:A2:A7:29","6/8/2026 12:30:44 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KXHTQDF07K","SC433","จักราชวิทยา_SC433","จักราชวิทยา_SC433_KXHTQDF07K","Student_87_1030201383","Student87","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850601341","AC:82:F0:A6:9C:CB","6/8/2026 12:30:23 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"K9DD7D4DG7","SC530","จักราชวิทยา_SC530","จักราชวิทยา_SC530_K9DD7D4DG7","Student_106_1030201383","Student106","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1 (a)","357879850524832","AC:82:F0:A1:E2:CE","6/8/2026 12:29:51 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LNXY2DWF4P","SC823","จักราชวิทยา_SC823","จักราชวิทยา_SC823_LNXY2DWF4P","Student_165_1030201383","Student165","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850228426","AC:82:F0:A6:84:3E","6/8/2026 12:29:47 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"C4Q3G2HW3G","SC848","จักราชวิทยา_SC848","จักราชวิทยา_SC848_C4Q3G2HW3G","Student_170_1030201383","Student170","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850361375","AC:82:F0:99:8D:FA","6/8/2026 12:29:23 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MVHH0Y04YC","SC200","จักราชวิทยา_SC200","จักราชวิทยา_SC200_MVHH0Y04YC","Student_40_1030201383","Student40","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650848699","AC:82:F0:AC:AD:3F","6/8/2026 12:29:04 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MWL5Q6264X","SC781","จักราชวิทยา_SC781","จักราชวิทยา_SC781_MWL5Q6264X","Student_157_1030201383","Student157","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850903721","AC:82:F0:A5:3D:FF","6/8/2026 12:28:07 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GHV9KLF7DH","SC1042","จักราชวิทยา_SC1042","จักราชวิทยา_SC1042_GHV9KLF7DH","Student_209_1030201383","Student209","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850570371","AC:82:F0:A8:69:21","6/8/2026 12:26:24 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HPHHJ24NWJ","SC1074","จักราชวิทยา_SC1074","จักราชวิทยา_SC1074_HPHHJ24NWJ","Student_215_1030201383","Student215","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850303351","AC:82:F0:A8:3F:DF","6/8/2026 12:26:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H4MQCQYL2C","SC959","จักราชวิทยา_SC959","จักราชวิทยา_SC959_H4MQCQYL2C","Student_192_1030201383","Student192","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850993623","AC:82:F0:9B:17:80","6/8/2026 12:26:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"F57DY4251W","SC804","จักราชวิทยา_SC804","จักราชวิทยา_SC804_F57DY4251W","Student_161_1030201383","Student161","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850540895","AC:82:F0:A8:F9:B1","6/8/2026 12:26:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LQQTHFQ1YG","SC979","จักราชวิทยา_SC979","จักราชวิทยา_SC979_LQQTHFQ1YG","Student_196_1030201383","Student196","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850111994","AC:82:F0:A0:59:DC","6/8/2026 12:26:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KW906WH7LJ","SC721","จักราชวิทยา_SC721","จักราชวิทยา_SC721_KW906WH7LJ","Student_145_1030201383","Student145","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850845013","AC:82:F0:A7:71:DF","6/8/2026 12:26:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"DKWN7MWH26","SC37","จักราชวิทยา_SC37","จักราชวิทยา_SC37_DKWN7MWH26","Student_08_1030201383","Student08","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.1.0","357879850834066","AC:82:F0:99:E4:C6","6/8/2026 12:26:14 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CM7K44TPQ2","SC121","จักราชวิทยา_SC121","จักราชวิทยา_SC121_CM7K44TPQ2","Student_25_1030201383","Student25","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650339491","AC:82:F0:98:AC:03","6/8/2026 12:26:12 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MCF2K20G22","SC05","จักราชวิทยา_SC05","จักราชวิทยา_SC05_MCF2K20G22","Student_01_1030201383","Student01","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850516234","AC:82:F0:A8:B1:27","6/8/2026 12:24:38 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"MYCVYGJW6V","SC142","จักราชวิทยา_SC142","จักราชวิทยา_SC142_MYCVYGJW6V","Student_29_1030201383","Student29","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650366262","AC:82:F0:A4:E3:FA","6/8/2026 12:24:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"K33R7102VN","SC332","จักราชวิทยา_SC332","จักราชวิทยา_SC332_K33R7102VN","Student_67_1030201383","Student67","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850015468","AC:82:F0:A3:FF:66","6/8/2026 12:23:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FG6VFWK0M4","SC308","จักราชวิทยา_SC308","จักราชวิทยา_SC308_FG6VFWK0M4","Student_62_1030201383","Student62","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.3.1","357879850395076","AC:82:F0:AC:6A:C4","6/8/2026 12:22:52 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"D401HG3H76","SC906","จักราชวิทยา_SC906","จักราชวิทยา_SC906_D401HG3H76","Student_182_1030201383","Student182","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850095619","AC:82:F0:A6:5E:17","6/8/2026 12:22:21 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G3602XYJ0C","SC95","จักราชวิทยา_SC95","จักราชวิทยา_SC95_G3602XYJ0C","Student_19_1030201383","Student19","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650154528","AC:82:F0:A5:39:0A","6/8/2026 12:21:40 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CF7DK2QJPV","SC488","จักราชวิทยา_SC488","จักราชวิทยา_SC488_CF7DK2QJPV","Student_98_1030201383","Student98","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357879850197563","AC:82:F0:9E:17:27","6/8/2026 12:21:28 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KXKC949FHM","SC904","จักราชวิทยา_SC904","จักราชวิทยา_SC904_KXKC949FHM","Student_181_1030201383","Student181","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850339769","AC:82:F0:9C:27:84","6/8/2026 12:21:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LD4323XD2L","SC1047","จักราชวิทยา_SC1047","จักราชวิทยา_SC1047_LD4323XD2L","Student_210_1030201383","Student210","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850844818","AC:82:F0:A0:C5:DC","6/8/2026 12:21:19 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KXWC6030MJ","SC418","จักราชวิทยา_SC418","จักราชวิทยา_SC418_KXWC6030MJ","Student_84_1030201383","Student84","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850779774","AC:82:F0:A6:ED:FE","6/8/2026 12:21:17 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"L7JQV259KJ","SC633","จักราชวิทยา_SC633","จักราชวิทยา_SC633_L7JQV259KJ","Student_127_1030201383","Student127","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357879850294550","AC:82:F0:9B:0C:C4","6/8/2026 12:21:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KJJD2XGYJW","SC793","จักราชวิทยา_SC793","จักราชวิทยา_SC793_KJJD2XGYJW","Student_159_1030201383","Student159","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850016185","AC:82:F0:9C:F8:61","6/8/2026 12:21:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FQY4K3KVW1","SC207","จักราชวิทยา_SC207","จักราชวิทยา_SC207_FQY4K3KVW1","Student_42_1030201383","Student42","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357585650500506","AC:82:F0:A1:6F:51","6/8/2026 12:21:16 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G765NY9CTX","SC481","จักราชวิทยา_SC481","จักราชวิทยา_SC481_G765NY9CTX","Student_97_1030201383","Student97","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850414729","AC:82:F0:9B:3F:15","6/8/2026 12:21:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GFDH670WQM","SC507","จักราชวิทยา_SC507","จักราชวิทยา_SC507_GFDH670WQM","Student_102_1030201383","Student102","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850083490","AC:82:F0:A3:5C:03","6/8/2026 12:21:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HR2FNYJVX0","TC28","จักราชวิทยา_TC28","จักราชวิทยา_TC28_HR2FNYJVX0","Teacher_06_1030201383","Teacher06","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850407160","AC:82:F0:A3:E0:3B","6/8/2026 12:21:05 PM","TC; All; สพม.นครราชสีมา; TC_จักราชวิทยา; จักราชวิทยา","รร.จักราชวิทยา"
"JFGP7T2RXM","SC927","จักราชวิทยา_SC927","จักราชวิทยา_SC927_JFGP7T2RXM","Student_186_1030201383","Student186","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850634839","AC:82:F0:A2:5E:1E","6/8/2026 12:20:51 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"LX9RQ96XKV","SC923","จักราชวิทยา_SC923","จักราชวิทยา_SC923_LX9RQ96XKV","Student_185_1030201383","Student185","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850035409","AC:82:F0:9D:E5:52","6/8/2026 12:20:25 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"FKPYF6F96J","SC1090","จักราชวิทยา_SC1090","จักราชวิทยา_SC1090_FKPYF6F96J","Student_218_1030201383","Student218","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850888369","AC:82:F0:A2:D5:8B","6/8/2026 12:19:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KJ52YWVYFN","SC88","จักราชวิทยา_SC88","จักราชวิทยา_SC88_KJ52YWVYFN","Student_18_1030201383","Student18","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650704942","AC:82:F0:99:01:97","6/8/2026 12:17:20 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"C9W3MJP73T","SC319","จักราชวิทยา_SC319","จักราชวิทยา_SC319_C9W3MJP73T","Student_64_1030201383","Student64","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.4.2","357879850579729","AC:82:F0:9C:29:15","6/8/2026 12:17:10 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"CPVYL97MF2","SC842","จักราชวิทยา_SC842","จักราชวิทยา_SC842_CPVYL97MF2","Student_169_1030201383","Student169","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850986452","AC:82:F0:9E:46:70","6/8/2026 12:16:23 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"KTH6P493H4","SC806","จักราชวิทยา_SC806","จักราชวิทยา_SC806_KTH6P493H4","Student_162_1030201383","Student162","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850035367","AC:82:F0:AA:2F:A9","6/8/2026 12:16:19 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"H9H90R96CM","SC758","จักราชวิทยา_SC758","จักราชวิทยา_SC758_H9H90R96CM","Student_152_1030201383","Student152","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850524642","AC:82:F0:9E:08:F1","6/8/2026 12:16:19 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G9PFMQ03D0","SC821","จักราชวิทยา_SC821","จักราชวิทยา_SC821_G9PFMQ03D0","Student_165_1030201383","Student165","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850018124","AC:82:F0:9C:F9:E9","6/8/2026 12:16:18 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"GKG4RQ50QR","SC325","จักราชวิทยา_SC325","จักราชวิทยา_SC325_GKG4RQ50QR","Student_65_1030201383","Student65","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850762960","AC:82:F0:9C:0A:F5","6/8/2026 12:16:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G0FF6NF27M","SC199","จักราชวิทยา_SC199","จักราชวิทยา_SC199_G0FF6NF27M","Student_40_1030201383","Student40","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650877813","AC:82:F0:9D:A3:4B","6/8/2026 12:16:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"G7PYXTXTWH","SC653","จักราชวิทยา_SC653","จักราชวิทยา_SC653_G7PYXTXTWH","Student_131_1030201383","Student131","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357879850252657","AC:82:F0:A9:7A:9C","6/8/2026 12:16:15 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
"HDW6N36DHP","SC113","จักราชวิทยา_SC113","จักราชวิทยา_SC113_HDW6N36DHP","Student_23_1030201383","Student23","Admin","obec68zone1@obec.org","iPad (A16) (Wi-Fi + Cellular 128 GB Silver)","26.5.0","357585650493587","AC:82:F0:AC:7E:C2","6/8/2026 12:16:14 PM","SC; All; สพม.นครราชสีมา; จักราชวิทยา; SC_จักราชวิทยา","รร.จักราชวิทยา"
